Identity	Male	Born_USA	Birth	Final	Alive	Films	Wins	Noms	FirstWin_Year	FirstNom_Year
1150	0	Yes	1906	1977	0	20	0	0		
1151	0	Yes	1926	2001	1	38	0	0		
1152	0	No 	1903	1988	0	49	0	0		
1153	1	No 	1877	1943	0	143	0	0		
1154	1	Yes	1890	1963	0	215	0	0		
1155	1	Yes	1920	1966	0	20	0	4		1948
1156	1	Yes	1888	1963	0	28	0	2		1942
1157	1	Yes	1937	2001	1	44	0	3		1987
1158	1	Yes	1889	1954	0	100	0	0		
1159	1	Yes	1929	1993	0	45	0	0		
1160	1	No 	1932	2001	1	41	0	0		
1161	0	Yes	1939	1973	0	6	0	0		
1162	0	Yes	1905	1993	0	127	0	0		
1163	0	No 	1905	1992	0	11	0	0		
1164	0	Yes	1888	1955	0	99	0	0		
1165	0	Yes	1950	2001	1	26	0	0		
1166	0	Yes	1920	1989	0	7	0	0		
1167	0	Yes	1906	1965	0	40	0	1		1930
1168	0	Yes	1926	2001	1	39	0	0		
1169	0	Yes	1960	2001	1	9	0	0		
1170	0	Yes	1921	1995	0	33	0	1		1956
1171	0	Yes	1921	1991	0	32	0	0		
1172	0	Yes	1928	2000	0	30	0	0		
1173	0	Yes	1928	2001	1	18	0	1		1950
1174	0	No 	1934	2001	1	31	0	0		
1175	0	Yes	1905	1991	0	19	0	0		
1176	0	Yes	1900	1991	0	36	0	0		
1177	0	Yes	1938	1981	0	61	0	3		1955
1178	0	No 	1963	2001	1	16	0	0		
1179	1	Yes	1937	2001	1	110	0	1		1976
1180	1	No 	1905	1984	0	57	0	0		
1181	1	No 	1920	2001	1	63	0	0		
1182	1	Yes	1905	1966	0	146	0	0		
1183	1	Yes	1921	1992	0	67	0	0		
1184	1	Yes	1931	1968	0	35	0	1		1963
1185	1	Yes	1940	2001	1	40	0	2		1991
1186	0	No 	1945	2001	1	13	0	0		
1187	1	Yes	1964	2001	1	34	1	1	1995	1995
1188	1	No 	1928	2001	1	55	0	0		
1189	1	No 	1929	2001	1	32	0	1		1994
1190	0	No 	1924	2001	1	60	0	1		1954
1191	0	Yes	1952	2001	1	10	0	0		
1192	1	Yes	1930	2001	1	1	0	1		1984
1193	0	No 	1941	2001	1	12	0	1		1987
1194	0	No 	1900	1983	0	52	1	6	1930	1930
1195	0	No 	1898	1989	0	80	0	0		
1196	1	Yes	1879	1956	0	17	0	0		
1197	1	No 	1905	1989	0	33	0	0		
1198	0	Yes	1902	1970	0	50	0	0		
1199	1	Yes	1894	1965	0	6	0	0		
1200	1	Yes	1896	1959	0	144	0	0		
1201	1	Yes	1892	1957	0	183	0	0		
1202	0	Yes	1942	2001	1	17	0	0		
1203	0	No 	1916	2001	1	60	2	5	1946	1939
1204	0	Yes	1931	2001	1	42	1	1	1987	1987
1205	1	No 	1932	2001	1	60	0	1		1962
1206	0	Yes	1906	1955	0	20	0	0		
1207	0	Yes	1954	2001	1	11	0	1		1985
1208	1	Yes	1928	2001	1	15	0	0		
1209	1	Yes	1915	1985	0	146	0	1		1941
1210	1	No 	1901	1978	0	48	0	1		1948
1211	1	No 	1922	1984	0	20	0	1		1965
1212	0	Yes	1888	1972	0	56	0	0		
1213	1	No 	1906	1988	0	62	0	0		
1214	0	Yes	1957	2001	1	16	0	0		
1215	1	Yes	1903	1970	0	113	0	0		
1216	1	Yes	1923	2001	1	93	0	0		
1217	0	Yes	1892	1974	0	8	0	1		1941
1218	0	Yes	1921	2001	1	8	0	0		
1219	0	Yes	1926	2001	1	49	1	2	1963	1961
1220	0	No 	1925	2000	0	34	0	0		
1221	0	No 	1934	2001	1	24	0	0		
1222	0	Yes	1946	2001	1	65	1	1	1962	1962
1223	0	Yes	1945	2001	1	21	0	1		1956
1224	1	Yes	1944	2001	1	48	0	0		
1225	1	Yes	1920	1986	0	55	0	0		
1226	1	Yes	1952	2001	1	35	0	0		
1227	1	No 	1895	1971	0	87	1	1	1943	1943
1228	1	Yes	1936	2001	1	25	0	0		
1229	1	Yes	1939	2001	1	24	0	0		
1230	1	No 	1895	1967	0	23	1	6	1936	1929
1231	1	Yes	1925	2001	1	78	1	8	1986	1958
1232	1	Yes	1922	2001	1	59	0	0		
1233	1	No 	1963	2001	1	11	0	0		
1234	1	No 	1878	1954	0	16	0	0		
1235	1	No 	1922	2001	1	28	1	2	1966	1966
1236	1	Yes	1908	1986	0	47	0	0		
1237	1	Yes	1941	2001	1	65	0	1		1972
1238	0	Yes	1911	1990	0	47	0	1		1943
1239	0	No 	1965	2001	1	7	0	0		
1240	0	No 	1940	2001	1	7	0	1		1989
1241	0	Yes	1918	1990	0	17	0	0		
1242	0	No 	1907	1991	0	20	1	1	1984	1984
1243	0	Yes	1925	1999	0	11	0	1		1958
1244	0	Yes	1920	2001	1	23	0	1		1955
1245	0	Yes	1892	1978	0	23	0	1		1965
1246	0	Yes	1915	1982	0	11	0	0		
1247	0	Yes	1949	2001	1	18	0	1		1978
1248	0	Yes	1940	2001	1	23	0	0		
1249	0	Yes	1916	2001	1	20	0	0		
1250	1	No 	1920	1992	0	63	0	0		
1251	1	Yes	1945	2001	1	27	0	1		1993
1252	1	No 	1920	1983	0	43	0	0		
1253	1	No 	1912	1984	0	61	0	0		
1254	1	Yes	1922	1995	0	10	0	0		
1255	1	No 	1913	1994	0	108	0	0		
1256	1	Yes	1927	2001	1	98	0	2		1960
1257	1	No 	1916	1977	0	49	1	2	1976	1971
1258	1	No 	1953	2001	1	24	0	1		1977
1259	1	Yes	1939	2001	1	53	0	1		1997
1260	1	Yes	1917	1996	0	40	0	0		
1261	1	No 	1946	2001	1	5	0	0		
1262	1	No 	1932	2001	1	57	0	7		1962
1263	1	No 	1925	1980	0	70	0	2		1964
1264	1	Yes	1912	1968	0	34	0	0		
1265	1	No 	1921	2001	1	93	2	3	1960	1951
1267	1	Yes	1913	1985	0	9	0	0		
1268	1	Yes	1894	1974	0	64	0	0		
1269	1	Yes	1932	2001	1	35	0	0		
1270	1	Yes	1930	2001	1	38	0	0		
1271	1	Yes	1925	2001	1	49	0	0		
1272	1	No 	1905	1975	0	24	0	0		
1273	1	No 	1930	2001	1	123	0	0		
1274	1	Yes	1890	1981	0	118	0	0		
1275	0	Yes	1920	1993	0	5	0	0		
1276	0	No 	1938	2001	1	2	0	0		
1277	1	Yes	1887	1960	0	290	0	0		
1278	0	Yes	1932	2001	1	63	0	3		1961
1279	0	Yes	1956	2001	1	26	0	0		
1280	1	Yes	1888	1953	0	66	0	0		
1281	1	Yes	1949	2001	1	33	0	0		
1282	0	Yes	1915	1960	0	23	0	0		
1283	0	No 	1932	2001	1	33	0	0		
1284	0	Yes	1908	1978	0	30	0	0		
1285	0	Yes	1967	2001	1	5	0	1		1977
1286	1	Yes	1944	2001	1	33	0	0		
1287	0	No 	1927	1980	0	32	0	1		1963
1288	1	Yes	1899	1974	0	80	0	0		
1289	1	Yes	1904	1991	0	137	0	1		1937
1290	1	No 	1962	2001	1	9	0	2		1993
1291	1	Yes	1916	1987	0	26	0	0		
1292	1	No 	1902	1983	0	70	0	2		1949
1293	1	Yes	1899	1963	0	119	0	0		
1294	1	Yes	1918	2001	1	47	0	0		
1295	1	Yes	1953	2001	1	65	0	1		1973
1296	1	No 	1940	1995	0	42	0	0		
1297	1	Yes	1890	1965	0	80	0	0		
1298	1	No 	1926	1989	0	31	0	0		
1299	1	No 	1908	1986	0	153	1	1	1945	1945
1300	1	Yes	1902	1976	0	168	0	0		
1301	1	Yes	1905	1980	0	48	0	0		
1302	1	No 	1896	1983	0	55	0	1		1940
1303	1	Yes	1895	1981	0	32	0	0		
1304	1	Yes	1919	2001	1	43	1	1	1957	1957
1305	1	No 	1903	1980	0	54	0	0		
1306	1	Yes	1901	1991	0	172	0	0		
1307	0	Yes	1937	2001	1	13	0	0		
1308	1	Yes	1939	2001	1	27	0	0		
1309	1	No 	1908	1990	0	52	1	2	1964	1963
1310	1	No 	1920	2001	1	82	0	0		
1311	1	Yes	1899	1976	0	142	0	0		
1312	1	Yes	1895	1963	0	65	0	2		1928
1313	1	No 	1925	1984	0	70	0	7		1952
1314	1	Yes	1931	1988	0	8	0	1		1970
1315	1	Yes	1935	2001	1	50	0	0		
1316	1	Yes	1894	1949	0	97	0	1		1931
1317	1	Yes	1947	2001	1	48	1	2	1977	1977
1318	1	Yes	1929	2001	1	45	0	0		
1319	1	Yes	1920	2000	0	55	0	2		1978
1320	1	No 	1932	2001	1	62	0	2		1963
1321	1	Yes	1926	1997	0	94	0	1		1971
1322	1	Yes	1928	2001	1	106	0	0		
1323	1	No 	1918	2001	1	39	0	0		
1324	1	No 	1919	2001	1	55	0	1		1949
1325	1	Yes	1914	2001	1	81	0	1		1947
1326	1	Yes	1954	2001	1	36	0	0		
1327	1	Yes	1956	1995	0	15	0	0		
1328	1	Yes	1931	2001	1	106	0	1		1983
1329	0	Yes	1918	1987	0	67	0	0		
1330	0	No 	1931	2001	1	54	1	1	1961	1961
1331	1	Yes	1970	1993	0	17	0	1		1988
1332	1	No 	1950	2001	1	37	0	0		
1333	1	Yes	1923	1978	0	13	0	0		
1334	1	Yes	1943	2001	1	61	2	6	1974	1974
1335	1	No 	1905	1958	0	22	1	2	1939	1938
1336	1	Yes	1965	2001	1	39	0	1		1992
1337	1	Yes	1930	2001	1	88	1	6	1983	1972
1338	1	Yes	1885	1962	0	117	0	0		
1339	1	Yes	1883	1981	0	124	0	0		
1340	1	Yes	1941	2001	1	1	0	1		1997
1341	1	No 	1925	2001	1	38	0	0		
1342	1	No 	1951	2001	1	37	0	0		
1343	1	Yes	1917	1979	0	44	0	0		
1344	1	Yes	1930	2001	1	78	0	1		1985
1345	1	Yes	1917	1997	0	150	0	1		1945
1346	1	Yes	1904	1981	0	69	0	2		1937
1347	1	No 	1908	1992	0	92	0	1		1938
1348	1	Yes	1955	2001	1	19	0	0		
1349	1	Yes	1917	1987	0	58	0	1		1982
1350	1	Yes	1937	2001	1	56	0	1		1973
1351	1	Yes	1932	1993	0	46	0	0		
1352	1	Yes	1909	1973	0	72	0	1		1947
1353	1	Yes	1927	1978	0	1	0	1		1966
1354	1	Yes	1919	2001	1	96	0	1		1956
1355	1	Yes	1913	1975	0	37	0	1		1953
1356	1	Yes	1932	2001	1	124	0	1		1959
1357	1	Yes	1951	2001	1	18	0	0		
1358	1	Yes	1907	1998	0	111	0	0		
1359	1	Yes	1924	2001	1	28	0	0		
1360	1	Yes	1952	2001	1	69	1	4	1997	1987
1361	0	No 	1950	2001	1	15	0	0		
1362	1	Yes	1925	1985	0	87	0	1		1956
1363	1	Yes	1925	2001	1	109	1	3	1967	1954
1364	1	No 	1906	1976	0	31	0	0		
1365	1	No 	1887	1953	0	68	0	1		1937
1366	1	No 	1924	2001	1	34	0	1		1968
1367	1	Yes	1946	2001	1	43	0	0		
1368	0	No 	1926	2001	1	28	0	0		
1369	1	Yes	1942	2001	1	23	0	0		
1370	1	No 	1891	1958	0	56	1	4	1947	1930
1371	0	Yes	1946	2001	1	19	0	1		1975
1372	0	Yes	1934	2001	1	4	0	0		
1373	0	Yes	1938	1995	0	31	0	0		
1374	0	No 	1884	1959	0	17	0	0		
1375	0	Yes	1908	1976	0	54	0	4		1942
1376	0	Yes	1959	2001	1	48	0	0		
1377	1	Yes	1892	1962	0	96	0	0		
1378	1	Yes	1925	2001	1	48	0	0		
1379	0	Yes	1932	2001	1	15	0	0		
1380	0	Yes	1906	2000	0	43	0	0		
1381	0	Yes	1875	1955	0	17	0	0		
1382	0	Yes	1913	2001	0	50	0	0		
1383	0	No 	1930	2001	1	16	0	1		1994
1384	0	No 	1925	2001	1	24	0	0		
1385	1	No 	1942	2001	1	24	0	0		
1386	0	Yes	1964	2001	1	10	0	1		1993
1387	0	Yes	1929	1995	0	5	0	0		
1388	1	Yes	1900	1975	0	93	0	0		
1389	1	Yes	1935	2001	1	42	0	2		1971
1390	1	Yes	1900	1969	0	5	0	0		
1391	0	Yes	1899	1987	0	20	0	0		
1392	1	Yes	1895	1987	0	15	0	0		
1393	1	Yes	1913	1982	0	18	0	0		
1394	1	Yes	1927	1973	0	7	0	1		1969
1395	1	Yes	1934	2001	1	62	0	1		1957
1396	1	Yes	1897	1965	0	25	0	0		
1397	0	Yes	1893	1961	0	27	0	2		1929
1398	0	Yes	1896	1985	0	39	1	2	1968	1965
1399	0	Yes	1914	2001	1	44	0	1		1940
1400	1	Yes	1941	2001	1	27	0	1		1970
1401	1	Yes	1939	1976	0	36	0	2		1955
1402	0	Yes	1908	1978	0	64	0	0		
1403	0	Yes	1946	2001	1	37	2	2	1979	1979
1404	0	Yes	1938	2001	1	62	0	1		1970
1405	0	Yes	1944	2001	1	68	0	1		1973
1406	1	No 	1900	1969	0	6	0	0		
1407	1	Yes	1891	1984	0	45	0	1		1950
1408	1	Yes	1943	2001	1	28	0	1		1983
1409	1	Yes	1940	2001	1	69	0	1		1984
1410	0	No 	1939	2001	1	45	0	1		1965
1411	0	No 	1943	2001	1	3	0	0		
1412	0	Yes	1970	2001	1	19	0	0		
1413	1	Yes	1948	2001	1	50	0	1		1989
1414	0	Yes	1937	1992	0	25	1	1	1966	1966
1415	0	No 	1879	1950	0	50	0	1		1941
1416	0	No 	1941	2001	1	33	0	1		1970
1417	1	Yes	1924	1985	0	78	0	0		
1418	1	No 	1930	2001	1	74	1	1	1987	1987
1419	1	Yes	1960	2001	1	33	0	2		1995
1420	1	No 	1889	1973	0	37	0	1		1957
1421	1	Yes	1940	1986	0	17	0	0		
1422	1	Yes	1935	2001	1	75	0	1		1968
1423	0	No 	1957	2001	1	40	0	0		
1424	0	Yes	1957	2001	1	38	0	1		1995
1425	1	Yes	1924	2001	1	6	0	0		
1426	1	Yes	1907	1997	0	75	0	0		
1427	0	Yes	1949	2001	1	34	0	0		
1428	0	Yes	1922	2001	1	131	2	4	1959	1951
1429	0	Yes	1907	1992	0	8	1	1	1952	1952
1430	0	Yes	1934	2001	1	43	1	1	1952	1960
1431	0	Yes	1937	2001	1	56	0	2		1960
1432	0	Yes	1934	2001	1	57	1	5	1983	1958
1433	1	Yes	1939	2001	1	43	0	0		
1434	1	Yes	1895	1962	0	175	0	0		
1435	1	No 	1913	1976	0	121	0	0		
1436	1	Yes	1924	2001	1	56	1	2	1963	1958
1437	0	Yes	1949	2001	1	27	0	3		1983
1438	1	No 	1949	2001	1	23	0	0		
1439	0	No 	1921	1985	0	64	1	2	1959	1959
1440	0	Yes	1949	2001	1	36	1	5	1980	1976
1441	1	No 	1886	1962	0	90	0	0		
1442	0	Yes	1947	2001	1	25	0	1		1968
1443	0	No 	1934	2001	1	86	1	2	1961	1961
1444	1	Yes	1900	1967	0	79	2	9	1937	1936
1445	0	Yes	1893	1971	0	99	0	1		1938
1446	0	Yes	1954	2001	1	10	0	0		
1447	0	Yes	1941	2001	1	71	0	0		
1448	1	Yes	1931	1991	0	27	0	0		
1449	1	No 	1890	1982	0	66	0	1		1964
1450	1	Yes	1926	2001	1	29	0	0		
1451	0	Yes	1937	2001	1	5	0	0		
1452	0	Yes	1936	2001	1	85	0	0		
1453	1	No 	1951	2001	1	36	0	0		
1454	1	No 	1943	2001	1	29	0	1		1992
1455	1	Yes	1921	2000	0	62	0	0		
1456	1	Yes	1958	2001	1	50	0	0		
1457	1	Yes	1930	1980	0	40	0	1		1966
1458	0	Yes	1944	2001	1	40	0	1		1993
1459	1	Yes	1903	1967	0	1	0	1		1936
1460	1	Yes	1946	2001	1	36	0	0		
1461	1	Yes	1928	2001	1	121	0	1		1961
1462	0	Yes	1945	2001	1	29	0	0		
1463	0	Yes	1918	1975	0	65	1	5	1958	1947
1464	0	Yes	1946	1984	0	6	0	0		
1465	0	Yes	1936	2001	1	10	0	1		1959
1466	0	Yes	1937	1990	0	28	0	0		
1467	0	Yes	1921	1952	0	18	0	1		1942
1468	0	Yes	1946	2001	1	54	1	5	1995	1981
1469	0	Yes	1946	2001	1	51	0	1		1972
1470	0	No 	1941	2001	1	64	0	1		1969
1471	0	Yes	1958	2001	1	20	0	0		
1472	0	Yes	1944	2001	1	32	0	0		
1473	1	No 	1879	1954	0	26	0	1		1941
1474	1	Yes	1934	2001	1	36	0	0		
1475	1	Yes	1946	2001	1	40	0	1		1976
1476	0	Yes	1926	2001	1	28	0	2		1969
1477	0	Yes	1910	1999	0	60	0	1		1937
1478	1	No 	1884	1955	0	46	0	0		
1479	1	Yes	1940	2001	1	11	0	0		
1480	0	No 	1908	1959	0	36	0	0		
1481	0	Yes	1946	2001	1	34	0	2		1974
1482	0	Yes	1897	1983	0	18	0	0		
1483	0	Yes	1940	1998	0	2	0	0		
1484	0	Yes	1963	2001	1	11	1	1	1973	1973
1485	1	Yes	1935	1996	0	13	0	0		
1486	1	Yes	1924	1994	0	97	0	1		1962
1487	1	No 	1939	2001	1	42	0	1		1962
1488	0	Yes	1918	2001	1	41	1	3	1942	1941
1489	0	Yes	1949	2001	1	76	0	1		1977
1490	0	Yes	1956	2001	1	19	0	0		
1491	0	Yes	1929	2001	1	53	0	1		1944
1492	1	Yes	1952	2001	1	51	0	0		
1493	0	Yes	1950	2001	1	32	0	1		1983
1494	1	Yes	1926	1978	0	24	0	0		
1495	0	Yes	1905	1969	0	33	0	6		1950
1496	1	No 	1924	2001	1	68	0	1		1958
1497	0	Yes	1910	1985	0	42	0	0		
1498	0	Yes	1955	2001	1	12	0	0		
1499	1	Yes	1905	1971	0	58	0	1		1947
1500	1	Yes	1892	1962	0	73	1	2	1939	1937
1501	1	Yes	1914	1986	0	7	0	0		
1502	1	No 	1961	2001	1	30	0	1		1995
1503	1	Yes	1951	2001	1	48	0	0		
1504	1	Yes	1960	2001	1	33	1	1	1980	1980
1505	0	Yes	1938	2001	1	30	0	0		
1506	0	Yes	1955	2001	1	14	0	0		
1507	1	Yes	1956	2001	1	15	0	0		
1508	1	Yes	1950	2001	1	38	0	1		1986
1509	1	No 	1941	2001	1	31	0	1		1983
1510	1	No 	1937	2001	1	20	0	2		1965
1511	1	Yes	1962	2001	1	25	0	3		1989
1512	1	Yes	1956	2001	1	46	2	5	1993	1988
1513	1	Yes	1953	2001	1	19	0	1		1984
1514	1	Yes	1928	1991	0	16	0	0		
1515	1	Yes	1908	1982	0	50	0	1		1954
1516	1	No 	1937	2001	1	60	0	0		
1517	1	Yes	1946	2001	1	46	1	2	1993	1970
1518	1	Yes	1925	2001	1	132	0	1		1958
1519	1	Yes	1936	2001	1	48	0	0		
1520	1	Yes	1939	2001	1	30	0	0		
1521	1	Yes	1935	2001	1	1	0	1		1971
1522	0	No 	1959	2001	1	15	0	0		
1523	1	Yes	1942	2001	1	49	0	0		
1524	0	No 	1964	2001	1	15	0	0		
1525	1	No 	1916	1988	0	103	0	1		1960
1526	1	Yes	1935	1988	0	1	0	0		
1527	0	Yes	1943	2001	1	39	0	1		1977
1528	0	No 	1934	2001	1	13	0	0		
1529	0	Yes	1970	2001	1	21	0	1		1994
1530	0	Yes	1903	1986	0	94	0	1		1952
1531	0	No 	1906	1973	0	28	0	0		
1532	0	No 	1924	2001	1	53	0	1		1974
1533	0	Yes	1940	2001	1	35	0	0		
1534	0	Yes	1944	2001	1	28	0	1		1974
1535	1	Yes	1910	1971	0	60	1	1	1942	1942
1536	0	No 	1918	1990	0	32	0	0		
1537	0	No 	1928	1999	0	20	0	0		
1538	0	No 	1937	2001	1	70	1	6	1977	1966
1539	0	Yes	1929	2001	1	90	0	0		
1540	1	Yes	1938	1982	0	40	0	1		1962
1541	1	Yes	1934	1989	0	28	0	0		
1542	1	Yes	1897	1979	0	102	0	0		
1543	1	Yes	1913	1999	0	58	0	0		
1544	1	No 	1883	1959	0	99	1	2	1935	1935
1545	1	Yes	1925	2001	1	18	0	0		
1546	1	No 	1933	2001	1	26	0	0		
1547	1	Yes	1914	1958	0	16	0	0		
1548	1	No 	1922	1992	0	46	0	2		1961
1549	1	No 	1964	2001	1	18	0	0		
1550	0	Yes	1894	1979	0	122	0	0		
1551	0	Yes	1910	1982	0	74	0	0		
1552	0	Yes	1925	2001	1	31	0	0		
1553	0	Yes	1917	1996	0	54	0	0		
1554	0	Yes	1919	1986	0	19	0	0		
1555	0	Yes	1917	1986	0	45	0	0		
1556	0	Yes	1917	2001	1	93	0	0		
1557	0	Yes	1924	1984	0	24	0	0		
1558	0	Yes	1925	2001	1	13	0	0		
1559	1	No 	1894	1974	0	109	0	1		1957
1560	0	No 	1933	2001	1	14	0	0		
1561	0	No 	1913	1967	0	17	2	2	1939	1939
1562	0	No 	1929	1982	0	11	0	1		1966
1563	0	Yes	1900	1961	0	32	0	0		
1564	1	Yes	1885	1949	0	114	1	2	1932	1930
1565	1	Yes	1894	1974	0	148	3	4	1936	1936
1566	1	Yes	1909	1984	0	25	0	0		
1567	1	Yes	1906	2001	1	11	0	0		
1568	1	No 	1884	1950	0	52	1	4	1938	1936
1569	1	Yes	1920	2000	0	75	1	3	1966	1966
1570	1	No 	1897	1984	0	116	0	2		1942
1571	1	Yes	1889	1951	0	97	1	1	1929	1929
1572	1	Yes	1938	2001	1	26	0	4		1967
1573	1	Yes	1934	1974	0	15	0	0		
1574	1	Yes	1927	2001	1	20	0	0		
1575	1	Yes	1914	1968	0	43	0	0		
1576	0	No 	1912	2001	1	30	1	3	1958	1938
1577	1	No 	1920	2000	0	21	0	0		
1578	0	Yes	1955	2001	1	62	1	2	1990	1985
1579	1	Yes	1934	2001	1	48	0	0		
1580	1	Yes	1916	1990	0	12	0	0		
1581	1	Yes	1955	2001	1	40	0	2		1986
1582	1	Yes	1916	1997	0	35	0	0		
1583	1	Yes	1906	1964	0	66	0	1		1942
1584	1	No 	1916	1987	0	44	0	0		
1585	1	Yes	1912	1989	0	43	0	0		
1586	1	Yes	1888	1947	0	243	0	0		
1587	1	Yes	1892	1983	0	141	0	1		1946
1588	1	Yes	1885	1981	0	65	0	0		
1589	1	Yes	1902	1989	0	149	0	0		
1590	1	Yes	1905	1979	0	98	0	1		1940
1591	1	Yes	1950	2001	1	36	0	1		1995
1592	1	Yes	1928	1997	0	48	0	1		1957
1593	1	Yes	1918	1981	0	76	1	3	1953	1950
1594	1	Yes	1950	2001	1	32	1	3	1985	1985
1595	1	Yes	1922	1993	0	13	0	0		
1596	1	Yes	1892	1984	0	98	0	3		1934
1597	1	Yes	1913	1996	0	61	0	0		
1598	1	Yes	1922	2001	1	92	0	0		
1599	1	No 	1931	2001	1	185	0	0		
1600	1	No 	1891	1946	0	53	0	0		
1601	1	Yes	1933	2001	1	37	0	0		
1602	0	Yes	1971	2001	1	19	0	2		1993
1603	1	Yes	1935	2001	1	42	0	1		1977
1604	1	Yes	1961	2001	1	23	0	1		1996
1605	0	No 	1906	1984	0	49	0	0		
1606	1	No 	1915	1985	0	43	1	1	1956	1956
1607	0	Yes	1936	2001	1	14	0	0		
1608	0	No 	1922	2001	1	92	0	0		
1609	0	Yes	1938	2001	1	7	0	0		
1610	0	Yes	1898	1963	0	196	0	0		
1611	1	No 	1969	2001	1	17	0	1		2000
1612	1	No 	1966	2001	1	13	0	0		
1613	1	No 	1964	2001	1	7	0	0		
1614	1	Yes	1930	2001	1	31	0	0		
1615	1	Yes	1950	2001	1	38	0	0		
1616	1	No 	1945	2001	1	17	0	0		
1617	1	Yes	1948	2001	1	50	0	0		
1618	1	No 	1967	2001	1	21	1	1	2000	2000
1619	1	Yes	1964	2001	1	19	0	0		
1620	1	Yes	1942	2001	1	76	0	0		
1621	1	No 	1974	2001	1	13	0	1		2000
1622	0	No 	1967	2001	1	9	0	0		
1623	0	Yes	1941	2001	1	33	0	0		
1624	0	Yes	1964	2001	1	17	0	1		2000
1625	0	Yes	1960	2001	1	11	0	0		
1626	0	Yes	1958	2001	1	29	0	0		
1627	0	Yes	1959	2001	1	26	1	1	2000	2000
1628	0	Yes	1979	2001	1	7	0	1		2000
1629	0	Yes	1980	2001	1	2	0	0		
1630	0	Yes	1974	2001	1	26	0	0		
1631	0	No 	1940	2001	1	1	0	0		
2001	1	No 	1952	2001	1	23	1	1	1998	1998
2002	1	No 	1933	2001	1	48	0	0		
2003	1	Yes	1964	2001	1	28	0	0		
2004	1	No 	1939	2001	1	33	0	1		1998
2005	1	Yes	1945	2001	1	58	0	0		
2006	1	Yes	1928	2001	1	86	1	1	1998	1998
2007	1	Yes	1977	2001	1	12	0	0		
2008	1	Yes	1940	2001	1	27	0	0		
2009	1	Yes	1955	2001	1	41	0	0		
2010	0	No 	1969	2001	1	5	0	1		1998
2011	0	Yes	1965	2001	1	11	0	0		
2012	0	No 	1929	2001	1	4	0	1		1998
2013	0	No 	1943	2001	1	8	0	0		
2014	0	Yes	1973	2001	1	21	1	1	1998	1998
2015	0	Yes	1969	2001	1	12	0	0		
2016	0	No 	1964	2001	1	16	0	0		
2017	0	No 	1968	2001	1	12	0	1		1998
2018	0	No 	1961	2001	1	27	0	0		
3001	1	No 	1964	2001	1	21	1	2	2000	1999
3002	1	Yes	1954	2001	1	7	0	0		
3003	1	Yes	1926	2001	1	100	0	0		
3004	1	No 	1959	2001	1	31	0	0		
3005	1	Yes	1962	2001	1	17	0	0		
3006	1	Yes	1952	2001	1	24	0	0		
3007	1	Yes	1965	2001	1	23	0	0		
3008	1	Yes	1957	2001	1	4	0	1		1999
3009	1	No 	1972	2001	1	11	0	1		1999
3010	1	Yes	1988	2001	1	6	0	1		1999
3011	1	Yes	1986	2001	1	5	0	0		
3012	0	Yes	1961	2001	1	19	0	0		
3013	0	No 	1962	2001	1	11	0	1		1999
3014	0	Yes	1930	2001	1	37	0	0		
3015	0	Yes	1974	2001	1	8	1	1	1999	1999
3016	0	Yes	1974	2001	1	9	0	1		1999
3017	0	Yes	1961	2001	1	4	0	0		
3018	0	No 	1972	2001	1	14	0	1		1999
3019	0	No 	1968	2001	1	4	0	0		
3020	0	Yes	1975	2001	1	15	1	1	1999	1999
3021	0	Yes	1977	2001	1	5	0	0		
3022	0	Yes	1959	2001	1	18	0	1		1999
3023	0	No 	1977	2001	1	7	0	1		1999
